Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, NY.GDP.PCAP.CN, EN.ATM.CO2E.GF.KT, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, SM.POP.TOTL.ZS, EG.IMP.CONS.ZS, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, TX.VAL.MRCH.R3.ZS, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, NY.GDP.DISC.KN, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, DC.DAC.KORL.CD, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, EG.USE.CRNW.ZS, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, EN.URB.MCTY, NY.GDP.FCST.CN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, EN.CO2.TRAN.ZS, DC.DAC.FRAL.CD, PA.NUS.FCRF, NE.GDI.FPRV.CN, NE.CON.GOVT.KD, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, NY.GDP.DISC.CN, NV.SRV.TETC.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, TX.VAL.MRCH.RS.ZS, DC.DAC.CHEL.CD, SP.URB.TOTL, IP.PAT.NRES, NY.GDP.PCAP.KN, NY.GDY.TOTL.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, DC.DAC.DEUL.CD, EN.ATM.CO2E.KD.GD, EN.ATM.CO2E.PC, TM.VAL.MRCH.R3.ZS, SP.DYN.IMRT.IN, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, NY.GSR.NFCY.CN, SP.DYN.LE00.MA.IN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NE.IMP.GNFS.CN, NE.EXP.GNFS.ZS, NV.IND.TOTL.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, SP.DYN.TO65.FE.ZS, NV.IND.TOTL.CN, TX.VAL.MRCH.R1.ZS, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, SH.MED.BEDS.ZS, IP.TMK.RESD, IT.MLT.MAIN.P2, FR.INR.DPST, NV.SRV.TETC.KD, IP.PAT.RESD, NV.AGR.TOTL.CN, NY.GDP.MKTP.CN, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NY.GDP.PCAP.KD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, SP.POP.GROW, NY.GDS.TOTL.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KN, NV.SRV.TETC.CN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.POP.DPND.YG, IT.NET.USER.P2, EN.CO2.MANF.ZS, FR.INR.LEND, FP.WPI.TOTL, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, NE.CON.TETC.CD, EG.ELC.RNWX.KH, NE.CON.PETC.CD, IT.CEL.SETS, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, EG.ELC.HYRO.ZS, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, EG.ELC.NGAS.ZS, SH.DYN.MORT, IP.TMK.TOTL, EG.ELC.LOSS.ZS, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, TX.VAL.MRCH.R5.ZS, NE.CON.PETC.ZS, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, SP.POP.65UP.TO.ZS, IT.CEL.SETS.P2, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, SM.POP.TOTL, NV.SRV.TETC.CD, NV.IND.MANF.ZS, NE.CON.PRVT.KN, NE.GDI.FTOT.KD, BX.PEF.TOTL.CD.WD, NY.GSR.NFCY.KN, NY.GNS.ICTR.GN.ZS, NE.DAB.TOTL.ZS, FR.INR.LNDP, EG.ELC.COAL.ZS, NV.AGR.TOTL.KN, NE.CON.TETC.KN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, IT.MLT.MAIN, FR.INR.RISK, TX.VAL.MRCH.CD.WT, TM.VAL.MRCH.AL.ZS, NE.CON.GOVT.CD, SP.POP.DPND, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.TOTL.KD, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, SP.ADO.TFRT, NE.CON.TETC.ZS, NE.GDI.FTOT.ZS, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, EG.USE.PCAP.KG.OE, EG.ELC.PETR.ZS, NE.CON.TOTL.KD, DC.DAC.PRTL.CD, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, DC.DAC.SWEL.CD, BN.TRF.CURR.CD, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, NY.GDY.TOTL.KN, NY.GNS.ICTR.CN, DC.DAC.GBRL.CD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, SP.DYN.TO65.MA.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NE.IMP.GNFS.KD, DT.ODA.ODAT.GI.ZS, DC.DAC.CECL.CD, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, NY.GDP.FCST.KN, EG.USE.COMM.FO.ZS, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, NE.GDI.TOTL.CD, IP.TMK.NRES, SP.DYN.LE00.FE.IN, FI.RES.TOTL.CD, NE.GDI.FPRV.ZS
SUR,93850000.0,,104.50431539691,8820000.0,,,0.64730387761577,0.0,,,,7.746610017518929,,,,-8.63079381992541,2.9478458049886602,,49.99655139116879,,54400000.0,247.242,,59500000.0,432.706,0.36764705882352894,,8820000.0,47.26,,180300.0,90150000.0,,,,0.001885,,,4.59558823529412,,28.1299946723495,,26400000.0,,43.3721575152524,,,4.76190476190476,,137041.0,,,,11.214240305149401,,,,1.4922337329121398,1.8382352941176499,,,2.9478458049886602,0.0,,129020000.0,-30400.0,57.905,0.0,-8100000.0,,,119000.0,54.7682472029835,46.089850249583996,8800000.0,1.8382352941176499,59.680121951219505,78650000.0,10.5379922351636,,,,59.82579,83100.0,,,,102800.0,134900.0,36.7607884922749,,6.5103449821472195,,,,,,19000.0,187700.0,,,,,92.2902494331066,,54065500.0,,2.90517439165435,,,,8800000.0,,78200.0,5043000.0,51400000.0,52800.0,98.58406320993299,,,,,,,,45.47,67450000.0,,,0.0,,,44100000.0,432.706,,,,,,,,,,,,,,,30.4167298911619,,0.0,,,,289972.0,152931.0,,,,4.13764087567074,0.0,,,7400.0,2.98332833227746,,,,0.00815579898115427,,22463.0,39100000.0,,,,,,,108.630793819925,,,,,,,,93.5661764705882,129020000.0,47.589422426992996,,,,44011800.0,,,107.15541013587799,8.571346925945509,0.510344803333282,0.542466169147366,63.3990410229089,,,,11.369,0.002,,203900.0,,,142.5992,71.8700053276505,,,48.27293669733629,307.61,6.608,,,,,,157300.0,,,,101950000.0,52.74,3700000.0,,,,,,141700.0,-15200000.0,323.651938807885,,100.0,41550000.0,,,69000.0,70850000.0,9500000.0,,118.167288225892,52.40219,2.83519273790805,,,25.5652173913043,,,0.0,,,,,,-16200.0,,34500000.0,,61.544,17501597.906638,
RWA,119000024.119,1.02213811272467,15.1260473544106,7530000.0,,4850001300.0,2028.3468056441898,0.0,7500000.0,,32505965445.6397,0.972617664544914,,897327553.963233,,2.3529407019279303,,41765067.6437961,50.9240396205935,10592529700.0,,397.184,,12000000.012,106.343,,,7530000.0,2.6,34319.0,,,,,,49.99999995,,39329786.864536405,,628445302.133478,8.40335964974259,,10000000.01,4000.0,,-28230145163.3333,30396463900.0,,,76269.0,,204853.58338924102,603667000.0,6.32766557615975,31054.0,,0.16404645340285098,0.0362521749327748,,127.9,,,0.0,,77990000.0,,40.701,0.0,2800000.0028,,,600000000.0,12.436972281619001,,7510000.0,,42.2492926829268,119001232.119001,,,,,36.44391,,,,568416452500.0,740000000.0,5450001200.0,6.05041894781467,,,,0.0465667424825051,,,,,5950001200.0,600922418000.0,,220.98725196911099,,,,14000000.0,,2.51060886913966,26198728208.2505,,,,,,,14800000.0148,500000000.0,96.98846754641741,,,,,34319.0,,625494706.9968059,52.248,109000024.109,,97000026.097,0.0,648249308.620238,44.997312145170405,,106.343,,,,599999900.0,,216.0,,,,0.9901446545800191,,1.16992974762598,,21922907900.0,2.56696611195654,,,81.5126104512382,566381357.345744,,2933424.0,2857155.0,517216639400.0,193.078585757035,4849997300.0,2.9719195043062205,0.0,22600764636.6667,96999946.0969999,,4.569932366752691,10.0840298990192,,,,,28531.0,,,505504551100.0,,,,,97.6470592980721,,,,546493544600.0,,,,,77990000.0,47.7723643087395,524440912000.0,1366.0,,4000000.0,,11999998.012,103.022121575578,6.03365402916092,0.007658643182367091,2028.36739591685,10.0840315796911,,,,22.98,49.99999995,24375121.762122,5810001200.0,,18755.0,74.1108,91.59664035025742,,,49.2557161869542,458.097,8.187,,,602161442.270877,,,5950061600.0,,,,116200024.1162,97.4,,572692272836.667,,,,,5449997800.0,,40.566936153450705,,100.0,,,50830909800.0,360000000.0,108999956.109,,18324944300.0,22.5210038613101,30.67765,2.45621416566116,,21961061.157036,104.58333322875,10000.0,,0.0,,,,,,140000000.0,,7200000.0072,,43.875,,
AUS,18567588755.7397,6.934770282630381,25.3778778816575,,113000000.0,9691000000.0,1613.29607413124,0.0,,136096053198.90302,7673000000.0,16.5239994212024,32.3254743223586,97651941742.9849,1.72394108916543,-1.06761565836299,0.795887092787582,10201904280.8783,49.477270837074,35124000000.0,2524060000.0,115.893,,2611714637.69739,88202.351,3.6171881809465702,13.0011852599591,,81.529,5569845.0,,,1.09212263493946,24.5461810708985,,0.892856999892857,,20134902774.5504,3.29033382724658,138395178990.167,30.502442849387805,,5663568148.72886,193000000.0,,-6413812178.38765,36884000000.0,7.731474615650799,,8378309.0,,24033.333602556602,96664000000.0,,5775.0,,0.636723002557963,8.58293664258675,0.4837444434759871,20.3,,,0.0,13.134608730041,,-264000000.0,67.78571428571429,66.8648401446805,-198230484.936723,,132000000.0,2332000000.0,12.9983714337415,,,,70.8170731707317,18271922947.6985,,,,0.0,80.4994,,5.26966236591033,23662.8853138858,241623000000.0,2155000000.0,11522000000.0,31.5700585077508,30.590407916824304,11.1999998092651,,15.1760418051193,,,,,16579000000.0,246978000000.0,217000000.0,13479.859543483999,33.5312250256879,79.13391665430821,,2662240000.0,1.30011369815611,2.2669115425423,,147832904.020607,79.9477831134319,,,,742549999.92745,2413484152.7606697,5057000000.0,49.3044237268009,,35.826007535106704,,10.6920337997195,2134673.0,,117289208015.405,22.4,12904020607.0109,303000000.0,10853399036.8462,0.0,138525466561.844,25.478566140255698,2022900000.0,27832.53,18.639563616019398,4.38406210754652,1.4643075045759602,1831000000.0,0.0,24.9,6090.0,12.532052776353199,,6.71274364518297,,54.19994614886021,,37769000000.0,,1.41265327054874,3.4109446833753503,58.4534652270945,77605665722.5022,,10276477.0,1898168.0,166970000000.0,7551.7772990201,9498000000.0,8.60211606159464,0.0,12891187821.6123,10637249412.0282,,2.78339649468229,11.0440919235177,4.08350039222522,11.1086899677504,7.9828271020659605,,1698085.0,,,131846000000.0,24940100707.3707,91840014.7054232,,28.9978364331724,101.067615658363,,74.4230500256422,,203854000000.0,5298462329.568911,243028334.639937,,85.6009762050031,,30.1820929142561,170042000000.0,1561968.0,,2049820000.0,4.15758737906389,2050621570.1646302,63.35653484033179,14.0521111135309,,1587.6063362959899,14.0659870921045,243171096681.786,,1.4163688660333003,8.6,0.8929,24643841376.7379,16756000000.0,5017000000.0,4758.0,44.8286,69.4975571506122,30.2611737740515,,61.2157910241492,199.777,3.453,3063.55427059293,5.524733087789639,98316768378.7909,,2.80162709209182,16315000000.0,,-69440011.11873461,1825.62564972412,18765819240.6764,18.471,,240564187821.612,4730997014.07208,,13243.4542692893,5618770299.02565,11329000000.0,-295665808.041214,1806.8048763929198,1.6066043798507101,31.555315345279197,,,19305000000.0,5234000000.0,12687870982.1929,,13950000000.0,27.064358525846,67.54183,0.0185459159474186,37769000000.0,10071616709.2013,,,,58976.361,1.5077364180137398,,,85.90669210510141,28.5360818750955,-177000000.0,,5861798633.66558,,74.0,892781999.92323,
GIN,,,,160000.0,33000000.0,,,0.0,,,,0.316234105483488,,,,,,,50.526344036878,,2200000.0,475.304,,,410.704,,,160000.0,10.472,112158.0,,,,,,24.685000023685003,,,100.0,,,,,,,,,100.0,,374627.0,,,,,,50000.0,,0.114804748571104,,,,,0.0,,1500000.0,,33.762,0.0,,,,,,,60000.0,,34.8863902439024,,,10000.0,,,26.41512,,,,,,,,,0.7391581535339359,,0.0574274942935971,,,,,,,,,,,,50000000.0,,1.5705172486032701,,,,,,,,,,71.9518945778604,,,,,112158.0,,,46.05,,,,0.0,,29.938578906485702,400000.0,410.704,,,,,,,,,,,,3.1351705827647,,,0.0447250569056466,,,,,,3577413.0,3202786.0,,,,3.4432144122023396,0.0,,,,5.94288136048018,,,,,,11313.0,,,,,,,,,,,,,,,,,1500000.0,40.4034144226568,,2054.0,,51000000.0,,,78.0836981379285,6.13180356006806,0.0363520421087742,,,,,,29.665,24.684997558593803,,,,,203.0624,,,,56.153371165140896,535.668,6.114,,,,,,,,,,,89.528,,,,,,,,,,,100.0,,,,,,,,,21.85423,1.0713532808496,,,,,,0.0,,,,,,,,,,36.067,,
ECU,1010325138.03016,10.0775732410915,25.769229152073997,5870000.0,66000000.0,663306800.0,185.13367365167,0.0,,6990907257.875589,135421733.292366,0.529331116952235,,5004687869.33025,,-2.63605510888449,4.07288317256163,733113550.4402981,50.006159873353006,236172600.0,111100000.0,270.393,,196894388.862418,1763.827,0.594059405940594,,5870000.0,33.878,775586.0,749644100.0,900004371.5476689,,,,,,1025834191.3608301,9.504950495049501,7577352993.14765,10.0924502159152,,101966561.574571,2943900.00000001,44.985040234425895,115951276.71378,1171736600.0,5.251875669882099,,1539941.0,,1822.5589301884,3854400000.0,0.596320770806646,33699.0,10000.0,0.24523275762861602,0.38803396202174106,2.3762376237623797,121.4,,4.07288317256163,0.0,,35090000.0,-21619300.0,51.955,0.0,-26632727.4173883,,,164000000.0,16.8521652125761,22.2943794261837,6020000.0,2.3762376237623797,53.215,984369535.2183731,32.720580339390395,10000.0,,,52.71665,167128500.0,,1775.36355785213,8570687400.0,141816700.0,756602600.0,12.7285053247997,,1.87069153785706,,,,,,245287900.0,841534000.0,8284529100.0,,1582.3088472111199,,90.6752411575563,,114340000.0,0.0,2.8259306487011897,,,,,,337227700.0,20749999.99625,170261661.44503,84931400.0,83.6300407695431,,,,,456225.0,,6095597524.25254,44.27,908358576.45559,,796349920.81882,0.0,7192460815.822829,29.626135027251,93300000.0,1664.818,,,0.0,93295800.0,,179.2,,,,10.1578978097862,,17.062541194153,,1970906700.0,1.2913734493618798,,,78.82115279953041,4836838974.70984,,4545548.0,3005607.0,5372040800.0,1064.08269689592,660362900.0,4.69703542895159,0.0,1088124776.7137802,792815546.481185,91889800.0,4.567794468046469,11.086396984554401,,,0.0117890256686505,,24061.0,404867328.65231097,,5191871500.0,,,,,102.636055108884,,,,6599780700.0,,,,88.1188118811881,35090000.0,43.4035236235543,,,,146013000.0,0.0,112008655.636771,92.6803028594633,9.0502620899202,0.395584583282471,180.37752543807701,19.488220321460602,8070000269.667641,,0.099009900990099,15.554,0.8329338431000001,1717018800.18537,863717300.0,,22731.0,131.1764,89.9075497840848,,,51.89944094749411,296.714,6.721,,,,,,819914700.0,,,,1036957865.44755,66.122,110320646.424938,8400480376.713779,,,1537.9679761110401,,753658700.0,-25955602.8117883,222.26696055792598,,94.38669438669442,200650389.445077,6000000.0,972173500.0,107114700.0,904824202.117956,294486653.45027995,1258331800.0,36.340385534036606,48.50553,1.94509465500097,,1118005727.76512,4.56456644979354,,,0.0,0.0,,,,,-22183300.0,,128599288.991959,,54.538,41077599.995679,
IRL,1939329775.4373899,,54.6910594285485,,1000000.0,,310.911235240048,0.0,,,-900944947.716136,2.58145372268967,62.951839122580395,,39.120370370370395,-5.74667762632443,0.16458970138725598,2710529952.5124803,49.698002063809206,,629900000.0,134.749,,684067693.263782,11180.683,2.41308144149865,0.0,,45.822,661202.0,,,2.14862080215141,10.2623456790123,,0.35714299935714294,,4739602874.719629,7.03286235910462,,,,,,,541403257.142683,4149879937.7815204,7.90030566658829,,1296121.0,,,14659000000.0,,2118.0,,,3.95272679063848,0.6667725035719959,30.4,,,0.0,1.19915353867858,,53180992.0,67.902,67.9895047556576,-111447030.305708,,6551124.5,310209696.0,29.526729812052103,,,,69.691756097561,2056603345.516,,,,0.0,76.676,,0.3762050317423,,,259670912.0,,,,,305.0,3.91057759540395,,,,,879443520.0,,,,32.7160493827161,90.90054079473309,,633920000.0,0.117564072419469,-0.28069879233981504,,14446397.6554713,10.167992926613598,,,,306259999.99174,572620662.958074,,53.34548012036179,,17.2067901234568,,9.85584195508838,661202.0,,,21.5,,0.0,,0.0,,51.013909966739206,425300000.0,3212.292,41.2024756852343,0.694444444444443,4.2546435942212995,115432160.0,0.0,35.3,1314.0,13.085764809902699,,,,23.375592165735696,,,,0.0,0.32917940277451196,,,,2828600.0,1532479.0,,,,11.1245277236127,0.0,2777092250.763,,,0.510279973832058,13.125591055580198,0.508017145578663,9.30306397840927,5.081054298496481,,73019.0,,,,,,,,,,4.68611847922193,,,,,,83.66407366248609,,30.9177991663176,,110625.0,,426720000.0,5.50881092236863,254548495.54301402,72.5396808936977,19.194200773336,,329.71240613731203,35.273407438376495,,,1.31766947134466,11.5,0.453478068113327,,929982304.0,,1827.0,10.3992,,,,57.957673110069706,173.731,3.78,1318.81248674256,5.48187444739169,,,2.99718635543226,932624512.0,,,695.0434844092481,2050776805.7431,54.178,,,,,,,,117273570.078608,685.61471237976,0.21161533035504396,28.730731387340104,,,2235688993.62032,,,,3317587388.73743,64.80013725042849,68.98491,-0.944833893889459,,3853381420.3962,,,,7601.691,0.117564072419469,,,67.2418696904053,,-50538784.0,,,1009.0,71.571,324568723.99122596,
ZAR,3359404132.31797,1.0888540137425801e-14,21.2835363605585,82090000.0,2000000.0,0.000491553801111877,3.74534030008471e-11,0.0,71000000.0,11098871693.6317,183758376004.398,6.60357919199362,,,,-0.500545233040649,,635402979.692261,52.233830697642205,,,412.564,,652284207.3429589,2321.211,,,82090000.0,22.3,1491787.0,,,,,,1.7e-13,,,,11122845248.4448,4.97174664454146,,167021062.225106,,,-186783925649.904,,,,3400359.0,,357743.68553602794,4331600000.0,2.5380055077416803,,90000.0,0.201658621147472,0.152228066100193,,,,,0.0,,824880000.0,-2.12456798180938e-05,39.64,44.8657187993681,-16815337.242888197,,,0.00011088831524830301,18.9161186052837,,71450000.0,,41.018048780487796,3234429545.15271,,,10000.0,,34.49022,,,344947.483571922,5271205346000.0,0.000108029707917012,0.000542705121915787,6.9317324049847695,,5.67403650283813,,,,,,,0.000571098702494055,5454963722000.0,,754.880030588275,,,,235000000.0,,2.4999627807968996,,,,,,,32000000.0,635468870.100071,2.8393580578267998e-05,80.7510124268287,,,,,442853.0,,,46.651,3192383070.09286,,2891492947.71692,0.0,11510596406.8975,13.023713084412599,,1180.774,,,,5.27903357578907e-05,,,,,,1.0469340065284e-14,,9.78333507998231,,,5.3835700184794995,,,86.07160180284141,,,15248246.0,11847887.0,,,0.000498152046930045,2.93451456646227,0.0,114338629650.096,2930306158.41203,,4.022714851933319,9.243644842362471,,,,,1006930.0,,,,,,,,101.959985760443,,,,,,,,,824880000.0,43.364272848168895,,,,480000000.0,,310531386.811122,86.21553440907871,5.464521982249969,0.0145437940955162,3.60600834139193e-11,19.4166638383244,5259844086585.62,,,22.794,1.7e-13,,0.000573957309825346,3.50580012309365e-05,,188.5218,95.0282533554585,6.138693903143901,,53.70121258536879,470.33,6.001,,,,,,0.000549853022675961,,,,3376219469.56086,77.7,,5268179796350.1,,,727.8785831256731,206223536.65256798,0.000550026772543788,-124974587.165258,220.314135299101,,50.86887835703,,,301122555300.0,3.9587033825228004e-05,3235451603.19875,,117364179300.0,38.3327824436081,29.25934,2.06717944274764,,247651821.23956499,35.252199145839,250000.0,100000.0,1041.428,,,,,,-2.85860733129099e-06,,232864904.854282,,42.465,62509199.999143004,
HTI,,,,9740000.0,5000000.0,,,0.0,,,,0.37590270449231294,,,,,0.19973193871383102,,50.9217932004883,,38893000.0,408.584,,,286.026,1.18273211117682,,9740000.0,15.593,247495.0,,,,,,5.000000003999999,,,15.835754505952199,,,,,,,,,14.916822159733,,602850.0,,,,,46343.0,,,0.0739819355639705,0.475664001234155,194.8,,0.19973193871383102,0.0,,57980000.0,,40.804,0.0,,,,,,,10000000.0,0.475664001234155,42.1000975609756,,,,,,35.52635,,,,,,,,,0.6088328361511229,,,,,,,,,,,,84.8834459015532,,40398000.0,0.0683293474547318,1.9605815700795002,,,,,,,4300000.0,,,71.28375424424421,,,,,247495.0,,,44.211,,,,0.0,,41.0541594094717,38051000.0,260.357,,,0.0257115676342787,,,291.4,,,,,,6.4015715852422,,,2.51929563184141,,0.0,,,,3866160.0,3263310.0,,,,3.2225257102654905,0.0,,,,4.40133356179823,,,,0.616389769724172,,14533.0,,,,,,,,,,,,,,,,83.6885814928136,57980000.0,40.2762172284644,,,,33140000.0,0.0257115676342787,,76.98721267663079,5.70345843238668,0.105152472853661,,,,,,22.317,5.0,,,,30281.0,76.798,,,,56.5012570612701,438.434,6.324,,,,,,,,,,,84.407,,,,,,,,,,,91.02564102564101,,10000000.0,,,,,,,31.97799,1.5161346729214702,,,,,,0.0,0.0683293474547318,,,,,,,,,43.461,4300000.0,
AUT,6592693841.18495,17.571613103301498,38.4703136698996,,7000000.0,,1767.54658668792,2922.599,,78756741997.0757,-862566235.7075701,11.445740137089,32.4756743344108,,23.378782840039896,-0.0141082176123824,1.04566985432121,9997421528.470242,53.409180492603205,,1408800000.0,117.967,,1533588047.51366,30821.135,0.397501419647927,7.0967239889227995,,64.72,1626724.0,,,8.96433606078842,18.4901895576987,,26.000000025,,19701400563.9657,9.96592844974446,80491889708.1221,,,,,,1256405834.35125,17564596665.7662,13.8886406291894,,4561167.0,,9881.397253754109,53527000000.0,,5754.0,,0.388626120450145,4.37331882803344,1.46933560477002,37.3,,,9.4824509220702,10.134953972651699,,-85516288.0,65.41,58.607971445568104,-930111.5936325041,,,2897704960.0,23.2478251355375,,,,68.5856097560976,6547435003.948279,,,,0.0,78.83931,,1.8500312807221397,9812.34152368439,70901919310.181,2895947520.0,,,,10.8000001907349,1751.0,6.076955562987861,,,,,12456853504.0,69639532520.325,,11253.280718670801,17.62554040572,75.9764053981589,,1415880000.0,2.3594601841093903,0.510799364664575,,,26.4408755342572,,,,422759999.98124,1532657935.92003,,33.853061711539,,40.438975723312296,,30.9066254938842,1626724.0,,,17.9,,0.0,,0.0,79307934742.7803,35.664644596437704,1118900000.0,8423.099,73.5591244657428,0.0332557366145661,1.05053946621238,1587697920.0,8.29555757026292,42.8,2596.0,8.24375080948064,,17.8876179278836,,23.0821567642265,,,,0.0,0.7507373313075342,,,-422566355.227419,7047539.0,2486372.0,,,,12.140032057065802,0.0,9855547421.88996,,,0.684001618744037,12.7455775207614,0.7737081203861441,6.67944349801249,17.7873065186097,,806643.0,,,,,,,,,,13.864784354358198,,,,,,83.354628052243,,22.220854076661,,428807.0,,1120350000.0,0.9085746734809771,840276904.234689,52.348170383459205,18.4951086719202,1.2,1755.41238097441,23.2619333531499,69152859569.4851,,1.3699602498580399,12.7,1.8894937038,,12458610944.0,,5112.0,48.3914,,,,65.6391138662732,215.263,2.69,1546.2614680103197,4.28053360963606,,,2.82831779651141,12371337216.0,,,1814.67601669178,6593623952.77858,35.28,,70895938354.6762,,,11175.0700488604,,,-45258837.2366716,935.460426850415,1.5461614085262299,27.3289708506841,,,8599141587.53871,,,,9861528377.39468,46.5097584886874,64.77911,0.193843410713307,,11181376493.8121,,,,18063.642,2.68120475466977,,,85.4407470888762,,-1757440.0,,,845.0,71.92,720945599.9728639,
MCO,,,,,,,,,,,,68.4955909860159,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,22454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,16.299991092901,,,,,,,,,,,,,,2.1654345121458,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,183.0,,,,,,,,,,,,,,22454.0,0.0,,,,,0.0,,,,2.1654345121458,,,,,,15380.0,,,,,,,,,,,,,,,,,,,,3660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,
