Country, NY.GDP.MKTP.CD, NE.DAB.DEFL.ZS, TG.VAL.TOTL.GD.ZS, DT.ODA.ODAT.CD, MS.MIL.MPRT.KD, NE.CON.PETC.CN, AG.LND.AGRI.K2, EN.ATM.CO2E.GF.KT, NV.MNF.OTHR.ZS.UN, DC.DAC.BELL.CD, NY.GNP.MKTP.KD, NE.RSB.GNFS.KN, NY.GDP.MKTP.KD.ZG, SP.DYN.LE00.FE.IN, EG.IMP.CONS.ZS, SP.POP.DPND, NE.CON.PETC.KD, EN.CO2.BLDG.ZS, NE.RSB.GNFS.ZS, AG.LND.CROP.ZS, NY.GDP.MKTP.CN, NE.EXP.GNFS.KD, SP.POP.TOTL.FE.ZS, EG.ELC.COAL.ZS, TM.VAL.MRCH.WL.CD, SP.DYN.AMRT.FE, TM.VAL.FUEL.ZS.UN, DC.DAC.KORL.CD, NV.AGR.TOTL.CN, NE.IMP.GNFS.CD, EN.ATM.CO2E.KT, TM.VAL.MRCH.R5.ZS, TM.VAL.AGRI.ZS.UN, DT.ODA.ALLD.CD, SP.URB.TOTL.IN.ZS, NY.GDP.PCAP.CN, EN.POP.DNST, NY.GDP.FCST.CN, TX.VAL.FUEL.ZS.UN, NY.GDP.FCST.CD, EG.USE.COMM.CL.ZS, FR.INR.LNDP, NE.IMP.GNFS.KD.ZG, NV.MNF.TXTL.ZS.UN, AG.PRD.FOOD.XD, PA.NUS.FCRF, NE.GDI.FPRV.CN, AG.LND.ARBL.HA.PC, NE.CON.GOVT.KD, NY.GNS.ICTR.GN.ZS, TM.VAL.MRCH.RS.ZS, NE.DAB.TOTL.KD, NE.EXP.GNFS.KD.ZG, NY.GDS.TOTL.ZS, NE.GDI.STKB.KN, NY.GDS.TOTL.CD, AG.LND.TOTL.K2, NV.SRV.TETC.ZS, EN.CO2.TRAN.ZS, NY.TTF.GNFS.KN, NE.CON.GOVT.KN, NY.GDP.PCAP.KN, DC.DAC.FRAL.CD, SP.URB.TOTL, IP.PAT.NRES, TX.VAL.MRCH.RS.ZS, SP.POP.DPND.YG, NY.GDY.TOTL.KD, NE.IMP.GNFS.KD, DT.ODA.ODAT.GN.ZS, SH.DTH.MORT, TX.VAL.MRCH.R1.ZS, DC.DAC.DEUL.CD, IP.PAT.RESD, EN.ATM.CO2E.PC, NE.GDI.TOTL.KD, NV.MNF.FBTO.ZS.UN, SP.DYN.IMRT.IN, NV.SRV.TETC.CD, DC.DAC.NORL.CD, TX.VAL.MRCH.WR.ZS, EN.ATM.CO2E.GF.ZS, TX.VAL.MRCH.OR.ZS, DT.ODA.ODAT.KD, DC.DAC.SWEL.CD, SP.DYN.LE00.MA.IN, NV.MNF.MTRN.ZS.UN, EN.ATM.CO2E.SF.ZS, NE.RSB.GNFS.CD, NV.IND.MANF.CD, NY.TRF.NCTR.CN, NY.GNP.ATLS.CD, NE.IMP.GNFS.CN, TM.VAL.MRCH.AL.ZS, NV.IND.TOTL.ZS, AG.LND.AGRI.ZS, DC.DAC.TOTL.CD, TM.VAL.MRCH.WR.ZS, SP.DYN.LE00.IN, NY.GNP.MKTP.CD, NV.AGR.TOTL.ZS, DC.DAC.ITAL.CD, DC.DAC.CANL.CD, EG.ELC.NUCL.ZS, NY.GDP.PCAP.KD.ZG, TX.VAL.MRCH.R5.ZS, NV.IND.TOTL.CN, TX.VAL.FOOD.ZS.UN, NY.GNP.PCAP.KN, NE.DAB.TOTL.KN, NE.EXP.GNFS.CN, NE.CON.TETC.CN, NY.GNS.ICTR.CN, NE.GDI.TOTL.ZS, NY.ADJ.ICTR.GN.ZS, AG.AGR.TRAC.NO, IP.TMK.RESD, FR.INR.DPST, NV.SRV.TETC.KD, TM.VAL.MRCH.R3.ZS, TX.VAL.MRCH.R3.ZS, NY.GDP.MKTP.KN, NE.GDI.STKB.CN, NE.CON.TETC.CD, EN.CO2.ETOT.ZS, TX.VAL.MRCH.HI.ZS, NV.SRV.TETC.KN, TM.VAL.MRCH.CD.WT, TX.VAL.MRCH.AL.ZS, NY.GDP.DEFL.KD.ZG, SP.POP.GROW, NY.GDS.TOTL.KN, NY.GDP.DISC.KN, NY.TRF.NCTR.CD, EG.ELC.FOSL.ZS, DC.DAC.NLDL.CD, NV.IND.MANF.KD.ZG, NE.CON.TETC.KN, FI.RES.XGLD.CD, NE.EXP.GNFS.CD, NY.GDS.TOTL.CN, SP.DYN.TO65.MA.ZS, SH.DYN.MORT, EN.CO2.MANF.ZS, FR.INR.LEND, NE.CON.PETC.ZS, EN.URB.LCTY, NV.IND.TOTL.KD, NE.CON.TETC.KD, SP.DYN.CBRT.IN, TX.VAL.MANF.ZS.UN, EG.ELC.RNWX.KH, NE.CON.PETC.CD, NY.GDP.MKTP.KD, EN.URB.LCTY.UR.ZS, TX.VAL.MRCH.WL.CD, EN.ATM.CO2E.LF.KT, TM.VAL.MANF.ZS.UN, BX.PEF.TOTL.CD.WD, EN.CO2.OTHX.ZS, TM.VAL.MRCH.R4.ZS, NE.CON.GOVT.CN, NY.GNP.PCAP.KD.ZG, AG.LND.CREL.HA, IP.TMK.TOTL, NV.IND.TOTL.KN, NY.GDP.DEFL.ZS, NY.GDP.FCST.KD, EN.URB.MCTY.TL.ZS, AG.LND.ARBL.ZS, BN.TRF.CURR.CD, MS.MIL.XPRT.KD, NE.GDI.TOTL.KN, DT.ODA.ODAT.PC.ZS, EG.ELC.RNWX.ZS, NE.CON.GOVT.KD.ZG, EG.USE.CRNW.ZS, FP.WPI.TOTL, NE.CON.PRVT.KD, NY.TRF.NCTR.KN, SP.POP.TOTL, SP.RUR.TOTL, NE.CON.PETC.KN, NE.CON.PRVT.PC.KD, NE.CON.PRVT.CN, EN.ATM.CO2E.KD.GD, SP.POP.65UP.TO.ZS, NY.EXP.CAPM.KN, NE.CON.PRVT.CD, NY.TAX.NIND.CN, SP.URB.GROW, NE.CON.PRVT.PC.KD.ZG, AG.LND.ARBL.HA, NE.CON.GOVT.ZS, TM.VAL.MRCH.R1.ZS, TM.VAL.MRCH.OR.ZS, FP.CPI.TOTL, DC.DAC.JPNL.CD, EN.URB.MCTY, NV.IND.MANF.ZS, DC.DAC.CECL.CD, NE.GDI.TOTL.CD, NE.GDI.FTOT.ZS, NY.GSR.NFCY.KN, NE.CON.PRVT.KN, NE.GDI.TOTL.KD.ZG, NE.DAB.TOTL.ZS, NE.GDI.FTOT.KD, NV.AGR.TOTL.KN, NV.SRV.TETC.CN, NY.GNS.ICTR.CD, NE.GDI.STKB.CD, DC.DAC.AUTL.CD, TM.VAL.MRCH.HI.ZS, DT.ODA.ALLD.KD, SP.POP.0014.TO.ZS, NE.CON.TOTL.KN, FR.INR.RISK, FR.INR.RINR, TX.VAL.MRCH.CD.WT, AG.SRF.TOTL.K2, NE.EXP.GNFS.ZS, NE.CON.GOVT.CD, SP.DYN.TO65.FE.ZS, SP.POP.DPND.OL, SH.MED.PHYS.ZS, NY.GNP.PCAP.CN, NE.IMP.GNFS.ZS, NY.GNP.MKTP.KN, EG.ELC.NGAS.ZS, NV.AGR.TOTL.KD, TM.VAL.MRCH.R6.ZS, SP.DYN.CDRT.IN, PA.NUS.ATLS, NE.GDI.FTOT.KD.ZG, NE.DAB.TOTL.CN, NE.GDI.FTOT.CN, SH.DTH.IMRT, AG.PRD.CROP.XD, SP.ADO.TFRT, NE.CON.TETC.ZS, TX.VAL.MMTL.ZS.UN, NE.CON.TETC.KD.ZG, NV.IND.MANF.KD, SP.POP.1564.TO.ZS, SP.DYN.AMRT.MA, SP.DYN.TFRT.IN, AG.PRD.LVSK.XD, EG.ELC.PETR.ZS, TM.VAL.FOOD.ZS.UN, EG.USE.COMM.FO.ZS, NE.CON.TOTL.KD, TX.VAL.AGRI.ZS.UN, EN.ATM.CO2E.EG.ZS, NY.GNP.MKTP.CN, NY.GDP.DISC.CN, NY.GNP.MKTP.KD.ZG, EG.USE.ELEC.KH.PC, NE.DAB.TOTL.CD, SP.RUR.TOTL.ZS, NY.TAX.NIND.CD, SH.MED.BEDS.ZS, NY.GDY.TOTL.KN, AG.PRD.CREL.MT, NV.MNF.CHEM.ZS.UN, NV.IND.TOTL.KD.ZG, FP.CPI.TOTL.ZG, NY.GDP.PCAP.KD, NY.GNP.PCAP.KD, NE.GDI.FTOT.CD, NE.CON.TOTL.CN, NY.GSR.NFCY.CD, NY.GDP.PCAP.CD, TX.VAL.MRCH.R6.ZS, NY.GNP.PCAP.CD, EN.ATM.CO2E.LF.ZS, NV.IND.TOTL.CD, DC.DAC.USAL.CD, NE.EXP.GNFS.KN, NV.SRV.TETC.KD.ZG, NE.GDI.TOTL.CN, NE.CON.TOTL.CD, NV.AGR.TOTL.CD, AG.YLD.CREL.KG, NE.IMP.GNFS.KN, NE.TRD.GNFS.ZS, EG.ELC.LOSS.ZS, SP.RUR.TOTL.ZG, NE.GDI.FTOT.KN, NV.AGR.TOTL.KD.ZG, DT.ODA.ODAT.GI.ZS, NY.GSR.NFCY.CN, EG.ELC.HYRO.ZS, EG.USE.PCAP.KG.OE, DC.DAC.DNKL.CD, EN.ATM.CO2E.SF.KT, NE.CON.PRVT.KD.ZG, TX.VAL.MRCH.R4.ZS, NY.TAX.NIND.KN, AG.LND.TRAC.ZS, NY.GDP.FCST.KN, NE.CON.PETC.KD.ZG, NY.GNS.ICTR.ZS, NE.RSB.GNFS.CN, NV.IND.MANF.CN, DC.DAC.GBRL.CD, DC.DAC.CHEL.CD, IP.TMK.NRES, TM.VAL.MMTL.ZS.UN, FI.RES.TOTL.CD, NV.IND.MANF.KN, NE.GDI.FPRV.ZS
EAP,69585999643.8685,,13.6256397738097,541000000.0,1317000000.0,,5763072.0,,,0.0,,,6.4922823365379,50.1358615682815,,81.7921881010709,,,0.936062720722285,1.20583928403727,,,49.0631331206215,,2385959000.0,327.19264042529204,,0.0,,5385937124.33673,507487.48837440705,1.63456287388006,,541000000.0,18.3360097956566,,58.4038663762877,,,,,,,,17.331765300138,,,0.170625035762739,,,14.1647446582276,,,21.108942479790002,,11987825549.1976,15928610.0,29.2875407620822,,,,,27300000.0,170578509.0,,7.84233141797282,75.2024813454772,,,0.79163823051232,,9.49267143429575,17690000.0,,0.545513951225731,,,,20559249892.2805,0.0,9.49267143429575,1.4994138247746798,4.68156219441974,3933780000.0,710000.0,46.346665588484896,,84.8595046259306,,17699306027.1222,,72108736922.1651,,1.9284908080985501,30.092280314144897,36.1806334639369,531960000.0,3.95228920530487,48.191134509036104,68339296808.5793,40.6201789237729,670000.0,3170000.0,,3.87121470226749,4.14103831510219,,,,,,,,20.1728797590677,,105358.0,,,53352742056.8534,0.335294948488218,0.236758393420082,,,57598174094.6709,,77.9834349533117,,5178437866.0598,0.47798392633865705,,2.52338209559146,,,,,0.0,,,,5468220952.0549,,33.536003513223,,,,66.1051375774519,,31580936244.8487,,43.058631107755204,,,45520775377.0365,140266189019.18802,11.5667516815672,2238569000.0,65285.3790809865,,,,1.44964770978881,,,126972009.0,,,,,,9.964303158222519,,18000000.0,,0.581537583435729,,,,,,,930292410.0,759713901.0,,,,3.61803148658289,3.5500661161605604,,48503831509.8566,,5.23974243023468,,,12.743657835681,3.95228920530487,2.43927075025179,,69050000.0,,25.569206545665498,830000.0,14225876317.9601,17.4051085614625,,,,,,,,,,530000.0,79.44369538621581,3933780000.0,41.399381463133395,,,,5577885935.865129,16270280.0,7.821168549293151,8811072660.7785,42.2876330438978,6.4487383939835,,,6.885105828570861,,,73602193592.5009,0.352059695912629,11.2407782032056,,,,,,21.1901811678673,70.956376899602,,,,,55.050552420706,447.57090540421206,6.063574639277941,9.057683040236881,,,,,,,,,,,71348034374.9605,81.6639902043434,,,,193664704.0,,7.801795845289821,,150.776452125615,,13071300569.466,,,74.80013692024909,0.254626951414051,77.5119050172248,12.3320813327459,20755462700.4948,398000000.0,,4.16975335161487,,,28187607244.5273,1525.25521893155,,14.706274377864,,1.93264378993024,,8.56567973115065,3.8029291687077897,,,,0.0,428864.708828165,,0.0625399529788896,,6.63809593415206,,,,,,13990000.0,20000.0,,,,,
ERI,,,,,,,,,,,,,,40.365,,88.2562534457889,,,,,,,50.540269496804,,,549.804,,,,,,,,,10.703,,14.9769405940594,,,,,,,,61.7,2.4881519166544397,,,,,,,,,,,101000.0,,,,,,,161901.0,,,84.16660755155151,,,,,,,,,,,,,,,,,,,35.988,,,,,,,,,,,,,38.1231219512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4323780175740697,,,,,,,,,,,17.57988,,,,,147690.0,,,47.876,,,,,91.22241369725941,,,,,,,,,,,,,,,,,,,,,,,,,,1512671.0,1350770.0,,,,,2.17238249427668,,,,5.5253834925779906,,,,,,,,,,,,,,,,,,,,,,,,,44.7085321262852,,,,,117600.0,,,25.598,4.08964589423746,,,,,,,,24.369,,,,,,61.4,118.0418,,,,,53.119085379438104,631.292,6.806,62.0,,,,,,,,,,,,89.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06799488884841,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,-20000.0,,,510.0,168.682,,,,,,65.393,,74.31148560764579,,,,,,,40.7562411796195,,,151.875,,,,,6138.558,,,-20000.0,86.5,,5.30981912144703,,,,,,,,13.16,,,0.0162213895242266,,,,,,,,,11610.0,,,,,,,53325.0,,,70.0361929536843,,,,,,,,99.5759404350577,,,,,,,2.7479091995221,,-140000.0,,61.682,,0.0,,,,,,,,4.39276485788114,,,63.492243902439,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,40000000.0,,,9.27391532100164,,,,,,,,,,,61.95255,,,,,38311.0,,,40.649,,,,,71.8443506797937,,194.351,,,,,,,0.0,,,,,,0.0861326442721792,,,,-0.324427790484533,,,,,,,61647.0,8322.0,,,,,2.4526740960630695,,,,9.73600994264743,,1000.0,,,,,,,,,,,,,,,,,,,,,,-140000.0,40.178759712557,,,,136000000.0,11610.0,,,68.93505,4.27529265396143,,,,,,,,7.785,,,,,,13.74,91.35,,,,,57.36856619138,205.62,6.981,12.18,,,,,,,,,,,,13.5,,,,0.0,,,,,,,,,,,,3.1660692951015497,,,,,,,,,,,,6.36256958802116,,,,,,,,0.0,,,,90.0,,,,,,,,,,,,
LDC,,,24.4020634030395,584790000.0,181000000.0,,7325610.0,,,75770000.0,,,,42.896355574768705,,85.9733491345824,,,,0.34115358243019794,,,50.1697325595631,,2128309000.0,399.38662217447603,,,,,24922.0775313331,3.24478259500853,,584790000.0,10.4109327306473,,12.757210724944501,,,,,,,,35.945451278209205,,,0.45937842242652605,,,21.940611067283896,,,,,,20276394.0,,,,,,3800000.0,26929987.0,,21.4882815936886,80.5269433268346,,,,,2.5982857729419,55230000.0,,0.096346910253206,,,,,120000.0,7.470231985218639,0.14922589069203498,5.911443822037129,4786260000.0,1840000.0,40.5529041907598,,16.2096623764223,,,,,,1.8935220402676498,,36.309625477450396,562980000.0,5.0053822071889,41.68488583741271,,,22480000.0,1350000.0,,,6.429267970789219,,,,,,,,,,34972.0,,,,0.23022972698043398,0.0458251459072646,,,,,65.1300425990556,,3605615919.81715,2.3137574420037,,2.40881494321235,,,,,,,,,,,31.058670624373697,,,,,,,,47.8792449681177,,,,,32.8395396079211,2182208000.0,17267.5782396533,,,,2.44325424550664,,,51530507.0,,,,,4.22767597583053,5.7838361677142505,,,,2.26075493008703,,,,,,,258670231.0,231740244.0,,,,,2.83591524900892,,,,5.25465659254436,,,,0.14565554155905,0.9960959616296321,,30060000.0,,,39260000.0,,,,,,,,,,,,130000.0,72.0579107638975,4786260000.0,43.34160099294029,,,,3313750433.6497,20926251.0,,,35.2070199775023,5.26901594091655,,,,,,,5.0241764706158705,23.0309881270424,,,,,,37.1485752075612,156.771186290485,,,,,53.822483758050794,443.679170636155,6.70704127309834,34.120067594014394,,,,,,,,,,,,89.5890672693527,,,,56028419.0,,,,,,,,,,4.28080183007303,,80.3021824286514,,235000000.0,,,,,,1087.28645062,,,,2.08805581136768,,,,,,,,,,1.2231189694108,,3.3498405157137503,,,,,,97270000.0,670000.0,,,,,
UZB,,,,,,,,,,,,,,63.72,,85.86344618902241,,,,,,,51.56280415718471,,,158.8178,,,,,,,,,34.762,,22.5942665726375,,,,,,,,,,,,,,,,,,,,425400.0,,,,,,,3341185.0,,,75.1408343395231,,,,,,,,,,,,,,,,,,,56.711,,,,,,,,,,,,,60.130024390243904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08607541928135,,,,,,,,,,,50.99242,,,,,1080205.0,,,45.048,,,,,32.329996692790104,,,,,,,,,,,,,,11.2385543261731,,,,,,,,,,,,9611601.0,6270416.0,,,,,5.7690805101044,,,,3.84263286762432,,,,,,,,1080205.0,,,,,,,,,,,,,,,,,40.427978647886,,,,,447400.0,,,66.69872,10.7226118494993,,,,,,,,12.641,,,,,,,37.16,,,,,53.802940842009605,301.605,6.79,,,,,,,,,,,,,65.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68526994610956,,,,,,,,,,,,,,,,,,,,,,,,
CPV,,,,,,,650.0,0.0,,,,,,50.961,,102.21028982670099,,,,0.496277915632754,,,52.8516040993394,,,346.27,,,,,14.668,,,,17.503,,53.824565756823795,,,,,,,,31.57,28.75000002875,,0.175185443011714,,,,,,,,,4030.0,,,,,,,37966.0,,,92.74267975501301,,,,,,,,0.0676215810025217,,,,,,,0.0,,,,48.461,,0.0,,,,,,,,16.1290322580645,,,49.680512195122006,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3968700.0,,,2.82734908479417,,,,,,,,,,,39.21802,,,,,,,,46.586,,,,,,,11.001,,,,,,,20000.0,,,,,,9.42928039702233,,,,,,,,,,,216913.0,178947.0,,,,,4.68206147164993,,,,4.4322468635257595,,38000.0,,,,,,,,,,,,,,,,,,,,,,,45.8644710091143,,,,838817.0,4030.0,,,45.16065,9.467610071687599,,,,,,,,18.711,28.700086593627898,,,,,48.0,118.0258,,,,,49.453467519235794,400.818,6.976,11.23,,,,,,,,,,,,82.497,,,,13000.0,,,,,,,,,,,,75.0,,,,,,,,650.0,,,,2.4901355393589704,,,,,,,,0.0,,,,0.526315789473684,,,,,,,,,,,,
MEA,,,37.1318540722124,990870000.0,1796000000.0,,2892120.0,7592.81601461532,,20000.0,,,,49.18446378569939,,91.3001359459115,,,,0.32585287184103695,,,49.3586375250755,,4483170000.0,293.004384907737,,0.0,,,135940.357621505,2.6766774402933597,,990870000.0,37.2559815112974,,10.190296334787801,,,,,,,,22.239917096111697,,,0.43095366925418704,,,14.680237421289,,,,,,11238640.0,,,,,,311100000.0,42667441.0,,18.532302355831803,83.869051963424,,,,,0.906922965746495,90610000.0,,1.18699211663892,,,161.976582938527,,310000.0,5.2572626102037905,5.4997841105353995,5.62942621766151,7325710000.0,550000.0,47.8136457553438,,1.9376079447323,,,,,,5.72206719798714,,25.7337186705865,927660000.0,3.8767211593582203,48.4780255512752,,,23430000.0,360000.0,,,1.5970515970516002,,,,,,,,,,98803.0,,,,1.2914968649415501,0.827431709784651,,,,,70.58100881630291,,6275954624.59892,6.92657898540252,,2.7877851766886605,,,,,0.0,,,,,,42.4154779875466,248.12503734956002,,,,,,,46.21341689715771,,,,,33.0161958825422,2767600000.0,96432.0901711824,,0.0,,4.39042017144119,,,22391847.0,,,,,17.4919715906338,4.4004434700284,,8000000.0,,8.65199194111836,,,,,,,114525072.0,71857631.0,,,,,3.7393803142051696,,,,4.9835328115484,,,,0.468418552051339,6.41577276792983,,270000.0,,,4110000.0,,,,,,,,,,,,-320000.0,75.027268651423,7325710000.0,43.90780666076451,,,,7200829811.593491,11373260.0,,,46.8113403909641,7.142655808413401,,,,,,,1.2892663004079699,18.3419856323513,,,,,,24.9005836388762,136.095687777925,,,,,52.3528130250304,338.188533053316,6.888900460751881,19.1619934595135,,,,,,,,,,,,62.7440184887026,,,,23217742.0,,,,,,,,,,1.4633617574794,,71.76435664939551,,444000000.0,,,,,,1036.8837240966302,,,,1.5269271610989401,,,,,,,-500000.0,,,5.318687671628849,,19.9787681481781,,,,,,53380000.0,340000.0,,,,,
GRC,5949478034.88751,1.0310618736313801,18.3948910069502,,98000000.0,,90210.0,0.0,38.7220585093504,,58696637470.8262,-1908513351.3353899,10.1360552608133,71.613,84.1254441064695,52.4265565407995,,18.6119873817035,-8.03210810092235,6.5089216446858,523798528.0,2096289670.14748,51.270440858730495,45.03152206544579,798300000.0,116.3854,8.74407299062954,,,1034173117.83374,12258.781,0.33821871476888393,8.996211096423028,,58.222,61.7714259769742,65.7845228859581,,0.21777494838258102,,2.3355006551983197,2.933333334,15.385910107758301,22.3869067862777,51.64,30.000000029000002,,0.360511225437446,10804353458.653,,11.5996492546662,59156634035.1254,6.65738938468652,,,,128900.0,,30.1787592008412,115317908.320432,10169530537.6131,6251.72901942571,,4937007.0,983.0,17.5740868366644,39.466724332470704,35515000000.0,4088274813.6618204,,7778.0,0.137835975189524,,731.0,1.4456748971800102,,24.226331423274104,45.0,,,,0.0,6.9607167470709905,,,66.874,7.86221198815317,35.686509123541704,-477868507.202795,,,5985240969.339,91049728.0,4.69748214956783,,69.9844840961986,,,69.1857073170732,6033938234.60026,,,,0.0,9.728326021991089,0.0689179875947622,,67.5177189104737,6336.77937578797,54882311767.2865,48977664.0,,,,,28500.0,1475.0,5.316666666000001,,1.00212952524114,0.34458993797381104,53012317686.3477,,,27.4447949526814,75.46519641626459,,804300000.0,3.23914541695382,1.39578396136901,0.370892005189515,,,,74.57220054037829,,,,214599999.985,556304610.630942,,67.55876,51.0,22.818086225026303,8.25,,1991316.0,,,17.5,9.38131981091887,0.0,,57164648891.6111,40.3344779539506,290200000.0,6739.946,65.6460507352559,,0.841219768664564,2.19215833646499,51244220.0,9.75174958755866,1644087.0,3235.0,,0.988069473021539,,23.483538481949395,23.7160589604344,,,,,0.0,4.17398579164529,0.0,,,633594277.029555,8479625.0,3542618.0,,,,0.21444688697806302,8.5023490358075,2042684190.8993897,,,1.8973654765500398,,3057000.0,9.7831928233292,0.0751597143930853,7.190279343605161,1.1705839734708798,,1991316.0,,,,19.177717124092396,,,,,13610398232.5327,,,,,,81.21007140172871,,25.8922887432377,,,6.75986295568501,290100000.0,131960.0,9.35047759431657,582048908.134662,78.67818,12.9598322083289,1.3,62.6483477748132,17.3825856952389,53733512814.4161,0.0,,1.6409870975823602,7.9,0.0880410894751549,5.473492430051321,565870592.0,100452600.0,6834.0,49.95,21.2652,,6.457741636698519,,,65.6053622209548,188.7056,2.14,48.81,29.5406784749325,14.0922499287235,97.6810756859062,,16.425263034294602,3.93047844065686,531234496.0,,10.1595658638205,342.114185474004,6427346542.0903,41.778,,,53127635594.6681,2122537.0,6.802491292944651,,2.96290348500273,6741.41237278902,6922.07939275926,1140974067.8907402,,84460199.712753,701.62041775285,0.413507925568573,710.0,54.98055638647921,,,1927366282.5789602,,,,,1291.013,3797360363.51774,26.733063289555503,12.728910237166,-1.71827774104949,11744915561.0745,,,7435967.99999994,25.427799459621703,367.811430340375,,4374.731,,2.75671950379049,,93.22865554465159,,,,-42072064.0,,,,1760.0,2.49897225484447,292161879.98278904,,
BEL,14260017387.0492,16.770124684841303,69.9017380515455,,573000000.0,,,69.673,44.579293632180395,,120066052339.47,-648882675.5552219,4.35158428167028,73.14,52.755791655675104,57.642846791455895,,29.018505958724898,-0.9575057054874649,,17674829824.0,35117414555.5765,51.048306386454705,79.23134169678929,,108.092,10.910673068198,,,6084755797.67895,105781.949,,9.42344680099206,,92.835,1902.6122093442602,,,4.49340459183063,,0.0871262356294945,,8.64937019627064,15.499408679413301,,50.00000004899999,,,29570777911.0041,,,120352806609.93,8.23853796153166,,,,,,7.26673771921326,774846366.159271,27472944252.7078,11293.3612794282,,8624158.0,,,38.0117877005669,78577000000.0,36205752190.515,,4953.0,,,,11.3869287398935,,18.8934466659844,26.0,,,,0.0658647346344507,,,,67.11,14.489976533341501,67.4420217006968,-136540480.084501,,1144537.75,14226174724.9565,7541857792.0,,,,,,70.0514634146342,14357591976.3048,,,,0.24984052732298498,3.5743535407997102,,,6.89017015478183,11370.9914721828,106403903747.534,7372620288.0,,,,,,1771.0,2.583333333,,,,104912728812.794,,,29.047572909601804,,,5128000000.0,,3.025796700284,0.7476069306826321,,,923410.769871875,98.98469062300659,,,,598899999.8621,5948215317.59445,,66.70035,30.0,32.0899137680457,,,1507950.0,,,17.1,71.563705201333,0.0,,119264468974.991,17.485185220400602,,32027.578,54.5726329280371,,2.56758066078869,,2862874112.0,3.4034758686952697,,3166.0,,16.8471738596552,,16.232371737944,,,1000000.0,,,0.0,11.555095752747901,0.0,,,648393157.046409,9289770.0,665612.0,,,,0.88695275222482,12.452867586703501,31205958565.7255,,,0.9157942562043508,,,16.197463514543198,,,16.2721647218133,,1507950.0,,,,,,,,,,,,,,,,,24.112596741104998,,,,4840000000.0,,41.712539025348896,2309761113.4348197,80.93202,19.631059090889,1.4,1915.63088946228,42.670044730836295,105633895448.54,0.12226238571124799,,,12.6,1.23946762084961,,17844067328.0,,4309.0,,29.719,,9.83807160750786,,,63.434535672191494,203.094,2.68,,19.6310865405061,13.223258938917802,,,4.877484982578389,3.7416299991560398,17795770368.0,,4.17942432900944,1880.9938243896202,14396557867.1337,7.16500000000001,,,105687575178.953,,6.53787448908031,,2.15333973254694,12838.2585333104,12924.5452082742,,,97574589.25558671,1535.02372901043,,1530.0,30.2769785419628,,,30431112199.5662,,,,,,31922287134.306,84.38258375618521,4.3482883266000405,-1.4063548790601,,,,120940544.0,0.765468849670423,3043.3069925304903,,71341.485,,,,,,,,-169237504.0,,,,1395.0,11.4291687123403,1973351170.9129899,,
WBG,,,,,,,3660.0,,,,,,,,,,,,,16.943521594684402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.797342192691005,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,40.41957,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,16.611295681063098,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,,,48.3374,,,,,,,,,,,,,,,,114.9648,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,
