'Arab World', 'ARB', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 297
'Arab World', 'ARB', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 5.66666666666667
'Hong Kong SAR, China', 'HKG', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 11
'Hong Kong SAR, China', 'HKG', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 5
'Hong Kong SAR, China', 'HKG', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 17.5
'Hong Kong SAR, China', 'HKG', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Hong Kong SAR, China', 'HKG', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 2
'Hong Kong SAR, China', 'HKG', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 8
'Hong Kong SAR, China', 'HKG', 'Tax payments number', 'IC.TAX.PAYM', 2015, 3
'Hong Kong SAR, China', 'HKG', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 72
'Hong Kong SAR, China', 'HKG', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 360
'Hong Kong SAR, China', 'HKG', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 28
'Hong Kong SAR, China', 'HKG', 'Time required to register property days', 'IC.PRP.DURS', 2015, 27.5
'Hong Kong SAR, China', 'HKG', 'Time required to start a business days', 'IC.REG.DURS', 2015, 1.5
'Hong Kong SAR, China', 'HKG', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 74
'Hong Kong SAR, China', 'HKG', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 0.8
'Hong Kong SAR, China', 'HKG', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 22.8
'Hungary', 'HUN', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 12.6653587848131
'Hungary', 'HUN', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 13
'Hungary', 'HUN', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 2
'Hungary', 'HUN', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 7.3
'Hungary', 'HUN', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 5
'Hungary', 'HUN', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 72.57
'Hungary', 'HUN', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 42
'Hungary', 'HUN', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 9
'Hungary', 'HUN', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 98
'Hungary', 'HUN', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 98.6
'Hungary', 'HUN', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 97.8
'Hungary', 'HUN', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 100
'Hungary', 'HUN', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 100
'Hungary', 'HUN', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 100
'Hungary', 'HUN', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 34.3
'Hungary', 'HUN', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.0228129148630104
'Hungary', 'HUN', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 4400
'Hungary', 'HUN', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 2
'Hungary', 'HUN', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 17
'Hungary', 'HUN', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 100
'Hungary', 'HUN', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 5.3
'Hungary', 'HUN', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 4.9
'Hungary', 'HUN', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 5.7
'Hungary', 'HUN', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 3.5
'Hungary', 'HUN', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 5.9
'Hungary', 'HUN', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 5.4
'Hungary', 'HUN', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 6.4
'Hungary', 'HUN', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 461
'Hungary', 'HUN', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 15
'Hungary', 'HUN', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 304
'Hungary', 'HUN', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 518
'Hungary', 'HUN', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 2.3
'Hungary', 'HUN', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 85.55556666666669
'Hungary', 'HUN', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 76.6667
'Hungary', 'HUN', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 12
'Hungary', 'HUN', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 88.6
'Hungary', 'HUN', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 23
'Hungary', 'HUN', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 4
'Hungary', 'HUN', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 11.8
'Hungary', 'HUN', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 10.1010101010101
'Hungary', 'HUN', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Hungary', 'HUN', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 80
'Hungary', 'HUN', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 4
'Hungary', 'HUN', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 10
'Hungary', 'HUN', 'Tax payments number', 'IC.TAX.PAYM', 2015, 11
'Hungary', 'HUN', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 179
'Hungary', 'HUN', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 395
'Hungary', 'HUN', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 252
'Hungary', 'HUN', 'Time required to register property days', 'IC.PRP.DURS', 2015, 16.5
'Hungary', 'HUN', 'Time required to start a business days', 'IC.REG.DURS', 2015, 5
'Hungary', 'HUN', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 277
'Hungary', 'HUN', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 2
'Hungary', 'HUN', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 48.4
'Iceland', 'ISL', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 4
'Iceland', 'ISL', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 7
'Iceland', 'ISL', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 2.2
'Iceland', 'ISL', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 7
'Iceland', 'ISL', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 78.93
'Iceland', 'ISL', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 19
'Iceland', 'ISL', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 16
'Iceland', 'ISL', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 98.8
'Iceland', 'ISL', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 100
'Iceland', 'ISL', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 98.7
'Iceland', 'ISL', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 100
'Iceland', 'ISL', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 100
'Iceland', 'ISL', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 100
'Iceland', 'ISL', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 17.7
'Iceland', 'ISL', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.00686636619335339
'Iceland', 'ISL', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 14600
'Iceland', 'ISL', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 6
'Iceland', 'ISL', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 3
'Iceland', 'ISL', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 1.6
'Iceland', 'ISL', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 1.4
'Iceland', 'ISL', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 1.7
'Iceland', 'ISL', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 0.9
'Iceland', 'ISL', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 2
'Iceland', 'ISL', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 1.8
'Iceland', 'ISL', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 2.2
'Iceland', 'ISL', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 7
'Iceland', 'ISL', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 0
'Iceland', 'ISL', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 4
'Iceland', 'ISL', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 9
'Iceland', 'ISL', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 2.8
'Iceland', 'ISL', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 0
'Iceland', 'ISL', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 100
'Iceland', 'ISL', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 17
'Iceland', 'ISL', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 3
'Iceland', 'ISL', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 9.1
'Iceland', 'ISL', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 41.2698412698413
'Iceland', 'ISL', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Iceland', 'ISL', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 5
'Iceland', 'ISL', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 5
'Iceland', 'ISL', 'Tax payments number', 'IC.TAX.PAYM', 2015, 21
'Iceland', 'ISL', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 84
'Iceland', 'ISL', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 417
'Iceland', 'ISL', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 22
'Iceland', 'ISL', 'Time required to register property days', 'IC.PRP.DURS', 2015, 3.5
'Iceland', 'ISL', 'Time required to start a business days', 'IC.REG.DURS', 2015, 4
'Iceland', 'ISL', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 140
'Iceland', 'ISL', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 1
'Iceland', 'ISL', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 29.6
'India', 'IND', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 6.86417554978773
'India', 'IND', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 4.231272848985229
'India', 'IND', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 84
'India', 'IND', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 7
'India', 'IND', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 13.5
'India', 'IND', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 7
'India', 'IND', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 11448612985.8
'India', 'IND', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 54.68
'India', 'IND', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 130
'India', 'IND', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 216
'India', 'IND', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 39.6
'India', 'IND', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 28.5
'India', 'IND', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 62.6
'India', 'IND', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 94.1
'India', 'IND', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 92.6
'India', 'IND', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 97.1
'India', 'IND', 'Interest payments on external debt, long-term INT, current US$', 'DT.INT.DLXF.CD', 2015, 1864369279.3
'India', 'IND', 'Interest payments on external debt, private nonguaranteed PNG INT, current US$', 'DT.INT.DPNG.CD', 2015, 0
'India', 'IND', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.45279253055489704
'India', 'IND', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 220
'India', 'IND', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 93
'India', 'IND', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 174
'India', 'IND', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 80
'India', 'IND', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 37.9
'India', 'IND', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 38
'India', 'IND', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 37.8
'India', 'IND', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 27.7
'India', 'IND', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 47.7
'India', 'IND', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 49.2
'India', 'IND', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 46.3
'India', 'IND', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 946304
'India', 'IND', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 45000
'India', 'IND', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 695852
'India', 'IND', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 1200998
'India', 'IND', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 77.7778
'India', 'IND', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 73.3334
'India', 'IND', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 385
'India', 'IND', 'PPG, bilateral AMT, current US$', 'DT.AMT.BLAT.CD', 2015, 1830716291.6
'India', 'IND', 'PPG, bilateral DIS, current US$', 'DT.DIS.BLAT.CD', 2015, 5748596723.1
'India', 'IND', 'PPG, bilateral INT, current US$', 'DT.INT.BLAT.CD', 2015, 347546620.1
'India', 'IND', 'PPG, bonds AMT, current US$', 'DT.AMT.PBND.CD', 2015, 0
'India', 'IND', 'PPG, bonds INT, current US$', 'DT.INT.PBND.CD', 2015, 254980718.2
'India', 'IND', 'PPG, commercial banks AMT, current US$', 'DT.AMT.PCBK.CD', 2015, 4256176715.9
'India', 'IND', 'PPG, commercial banks DIS, current US$', 'DT.DIS.PCBK.CD', 2015, 502372325.4
'India', 'IND', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 668007872.6
'India', 'IND', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 3837253887.2
'India', 'IND', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 5192413937.3
'India', 'IND', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 593629068.4
'India', 'IND', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 5667970178.8
'India', 'IND', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 10941010660.4
'India', 'IND', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 941175688.5
'India', 'IND', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 1554000
'India', 'IND', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 0
'India', 'IND', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 205000
'India', 'IND', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 4257730715.9
'India', 'IND', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 507602325.4
'India', 'IND', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 923193590.8
'India', 'IND', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 9925700894.7
'India', 'IND', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 0
'India', 'IND', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 22
'India', 'IND', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 33.6
'India', 'IND', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 7
'India', 'IND', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 11.970534069981598
'India', 'IND', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'India', 'IND', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 80
'India', 'IND', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 12.9
'India', 'IND', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 6
'India', 'IND', 'Tax payments number', 'IC.TAX.PAYM', 2015, 33
'India', 'IND', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 191.5
'India', 'IND', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 1420
'India', 'IND', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 90.1
'India', 'IND', 'Time required to register property days', 'IC.PRP.DURS', 2015, 47
'India', 'IND', 'Time required to start a business days', 'IC.REG.DURS', 2015, 29
'India', 'IND', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 243
'India', 'IND', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 4.3
'India', 'IND', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 60.6
'Indonesia', 'IDN', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 12.7469095412357
'Indonesia', 'IDN', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 2.3217721993276
'Indonesia', 'IDN', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 131
'Indonesia', 'IDN', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 10
'Indonesia', 'IDN', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 19.9
'Indonesia', 'IDN', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 6
'Indonesia', 'IDN', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 9778595000
'Indonesia', 'IDN', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 58.12
'Indonesia', 'IDN', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 109
'Indonesia', 'IDN', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 150
'Indonesia', 'IDN', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 60.8
'Indonesia', 'IDN', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 47.5
'Indonesia', 'IDN', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 72.3
'Indonesia', 'IDN', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 87.4
'Indonesia', 'IDN', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 79.5
'Indonesia', 'IDN', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 94.2
'Indonesia', 'IDN', 'Interest payments on external debt, long-term INT, current US$', 'DT.INT.DLXF.CD', 2015, 4991675000
'Indonesia', 'IDN', 'Interest payments on external debt, private nonguaranteed PNG INT, current US$', 'DT.INT.DPNG.CD', 2015, 276889000
'Indonesia', 'IDN', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.314212197628261
'Indonesia', 'IDN', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 320
'Indonesia', 'IDN', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 185
'Indonesia', 'IDN', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 126
'Indonesia', 'IDN', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 80
'Indonesia', 'IDN', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 22.8
'Indonesia', 'IDN', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 19.9
'Indonesia', 'IDN', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 25.6
'Indonesia', 'IDN', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 13.5
'Indonesia', 'IDN', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 27.2
'Indonesia', 'IDN', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 23.9
'Indonesia', 'IDN', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 30.3
'Indonesia', 'IDN', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 125168
'Indonesia', 'IDN', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 6400
'Indonesia', 'IDN', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 73921
'Indonesia', 'IDN', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 147162
'Indonesia', 'IDN', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 84.4444666666667
'Indonesia', 'IDN', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 93.3334
'Indonesia', 'IDN', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 426
'Indonesia', 'IDN', 'PPG, bilateral AMT, current US$', 'DT.AMT.BLAT.CD', 2015, 4035991000
'Indonesia', 'IDN', 'PPG, bilateral DIS, current US$', 'DT.DIS.BLAT.CD', 2015, 2365391000
'Indonesia', 'IDN', 'PPG, bilateral INT, current US$', 'DT.INT.BLAT.CD', 2015, 587348000
'Indonesia', 'IDN', 'PPG, bonds AMT, current US$', 'DT.AMT.PBND.CD', 2015, 2345000000
'Indonesia', 'IDN', 'PPG, bonds INT, current US$', 'DT.INT.PBND.CD', 2015, 3656965000
'Indonesia', 'IDN', 'PPG, commercial banks AMT, current US$', 'DT.AMT.PCBK.CD', 2015, 1101322000
'Indonesia', 'IDN', 'PPG, commercial banks DIS, current US$', 'DT.DIS.PCBK.CD', 2015, 658899000
'Indonesia', 'IDN', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 162798000
'Indonesia', 'IDN', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 1378455000
'Indonesia', 'IDN', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 1225395000
'Indonesia', 'IDN', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 293572000
'Indonesia', 'IDN', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 5414447000
'Indonesia', 'IDN', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 3590785000
'Indonesia', 'IDN', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 880920000
'Indonesia', 'IDN', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 1477624000
'Indonesia', 'IDN', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 2451177000
'Indonesia', 'IDN', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 14102000
'Indonesia', 'IDN', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 4923947000
'Indonesia', 'IDN', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 3110076000
'Indonesia', 'IDN', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 3833866000
'Indonesia', 'IDN', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 13483793000
'Indonesia', 'IDN', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 3145400000
'Indonesia', 'IDN', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 0
'Indonesia', 'IDN', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 17
'Indonesia', 'IDN', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 5
'Indonesia', 'IDN', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 17.1171171171171
'Indonesia', 'IDN', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 48.5
